X (miles),Y (miles)
496.54697720315465,1206.1164437142945
496.54697720315465,1206.1164437142945
488.2872329651307,1215.4775389636038
488.2872329651307,1215.4775389636038
488.2872329651307,1215.4775389636038
484.98240323803543,1222.636320536961
484.98240323803543,1222.636320536961
484.98240323803543,1222.636320536961
472.317254954869,1217.1295654805324
472.317254954869,1217.1295654805324
472.317254954869,1217.1295654805324
461.8544203476553,1213.8247357534376
461.8544203476553,1213.8247357534376
461.8544203476553,1213.8247357534376
456.8987291434886,1205.0139276631526
456.8987291434886,1205.0139276631526
456.8987291434886,1205.0139276631526
454.14535161527465,1200.60852361801
454.14535161527465,1200.60852361801
454.14535161527465,1200.60852361801
449.1892720644889,1195.6528324138433
449.1892720644889,1195.6528324138433
449.1892720644889,1195.6528324138433
448.0863676667273,1186.291348817915
440.9279744399899,1179.132955591177
441.4794266388701,1170.322147500892
452.492548405108,1168.671674370439
452.492548405108,1168.671674370439
452.492548405108,1168.671674370439
460.20161713748865,1167.021201239986
460.20161713748865,1167.021201239986
460.20161713748865,1167.021201239986
450.84052188817935,1163.1649193140106
450.84052188817935,1163.1649193140106
450.84052188817935,1163.1649193140106
440.92875113322685,1161.5144461835575
440.92875113322685,1161.5144461835575
440.92875113322685,1161.5144461835575
442.57922426367924,1144.9945693608918
442.57922426367924,1144.9945693608918
442.57922426367924,1144.9945693608918
435.4204426903228,1142.7926440315582
435.4204426903228,1142.7926440315582
435.4204426903228,1142.7926440315582
431.0150386451802,1131.2288467596777
422.7552944071563,1125.7220917032491
422.7552944071563,1125.7220917032491
422.7552944071563,1125.7220917032491
423.30674660603654,1115.2596454426546
423.30674660603654,1115.2596454426546
423.30674660603654,1115.2596454426546
433.76919286663116,1115.2596454426546
433.76919286663116,1115.2596454426546
433.76919286663116,1115.2596454426546
440.37729893434556,1114.7081932437738
440.37729893434556,1114.7081932437738
440.37729893434556,1114.7081932437738
447.535692161083,1104.245746983179
447.535692161083,1104.245746983179
447.535692161083,1104.245746983179
453.5931227231541,1094.884263387251
453.5931227231541,1094.884263387251
453.5931227231541,1094.884263387251
459.099877779582,1090.4792476887274
459.099877779582,1090.4792476887274
459.099877779582,1090.4792476887274
462.4047075066773,1071.7566688434897
467.3607870574631,1062.9458607532047
467.3607870574631,1062.9458607532047
467.3607870574631,1062.9458607532047
476.1712068011291,1053.0340899982527
476.1712068011291,1053.0340899982527
476.1712068011291,1053.0340899982527
473.9692814717954,1044.7739574136103
473.9692814717954,1044.7739574136103
473.9692814717954,1044.7739574136103
480.02632368724744,1037.6155641868725
480.02632368724744,1037.6155641868725
480.02632368724744,1037.6155641868725
488.2864562718904,1018.3423098359921
484.9816265447951,1015.5889323077781
494.8933972997476,1007.3291880697548
508.1092210885562,990.809311247089
508.1092210885562,990.809311247089
508.1092210885562,990.809311247089
488.2856795786523,1007.3291880697548
488.2856795786523,1007.3291880697548
488.2856795786523,1007.3291880697548
477.82284497143866,1008.9796612002077
477.82284497143866,1008.9796612002077
477.82284497143866,1008.9796612002077
466.2590476995576,1022.7461604946595
471.7658027559855,1027.7022400454448
471.7658027559855,1027.7022400454448
471.7658027559855,1027.7022400454448
469.56387742665174,1035.9619842834682
469.56387742665174,1035.9619842834682
469.56387742665174,1035.9619842834682
456.3480536378432,1049.1778080722772
456.3480536378432,1049.1778080722772
456.3480536378432,1049.1778080722772
453.0432239107479,1056.3365896456344
453.0432239107479,1056.3365896456344
453.0432239107479,1056.3365896456344
443.1314531557954,1062.9443073667296
443.1314531557954,1062.9443073667296
443.1314531557954,1062.9443073667296
437.6246980993675,1072.8564664683006
437.6246980993675,1072.8564664683006
437.6246980993675,1072.8564664683006
426.0609008274864,1070.1030889400865
426.0609008274864,1070.1030889400865
426.0609008274864,1070.1030889400865
418.9021192541299,1072.8564664683006
418.9021192541299,1072.8564664683006
418.9021192541299,1072.8564664683006
421.65549678234385,1081.116210706324
421.65549678234385,1081.116210706324
421.65549678234385,1081.116210706324
420.5525923845823,1089.3763432909664
420.5525923845823,1089.3763432909664
420.5525923845823,1089.3763432909664
415.0458373281544,1100.3894650572042
415.0458373281544,1100.3894650572042
415.0458373281544,1100.3894650572042
411.1895554021789,1112.5039378347274
411.1895554021789,1112.5039378347274
411.1895554021789,1112.5039378347274
411.7410076010591,1127.371788140465
411.7410076010591,1127.371788140465
411.7410076010591,1127.371788140465
410.0905344706067,1134.5305697138222
410.0905344706067,1134.5305697138222
410.0905344706067,1134.5305697138222
420.0023052255592,1142.7903139518455
420.0023052255592,1142.7903139518455
420.0023052255592,1142.7903139518455
426.61041129327356,1150.4997710308453
426.61041129327356,1150.4997710308453
426.61041129327356,1150.4997710308453
424.95993816282123,1159.8608662801544
416.14913007253614,1162.6142438083684
401.83195527244106,1169.2219615294637
401.83195527244106,1169.2219615294637
401.83195527244106,1169.2219615294637
396.3255885626322,1171.4238868587975
396.3255885626322,1171.4238868587975
396.3255885626322,1171.4238868587975
385.86275395541855,1179.6840194434399
385.86275395541855,1179.6840194434399
385.86275395541855,1179.6840194434399
378.1536852230379,1195.653220760463
378.1536852230379,1195.653220760463
378.1536852230379,1195.653220760463
370.9949036496814,1198.4065982886768
370.9949036496814,1198.4065982886768
370.9949036496814,1198.4065982886768
355.576377838301,1197.855146089796
355.576377838301,1197.855146089796
355.576377838301,1197.855146089796
348.41798461156355,1205.5642148221768
348.41798461156355,1205.5642148221768
348.41798461156355,1205.5642148221768
341.8098785438492,1218.780038610986
341.8098785438492,1218.780038610986
341.8098785438492,1218.780038610986
326.3913527324688,1237.5026174562236
326.3913527324688,1237.5026174562236
326.3913527324688,1237.5026174562236
322.5350708064933,1239.7045427855571
310.42059802897006,1258.9777971364374
293.3500457006611,1262.8301955962236
293.3500457006611,1262.8301955962236
293.3500457006611,1262.8301955962236
267.4690736286861,1266.686477522199
267.4690736286861,1266.686477522199
267.4690736286861,1266.686477522199
252.60122332294893,1272.7439080842703
252.60122332294893,1272.7439080842703
252.60122332294893,1272.7439080842703
247.09446826652103,1283.2063543448648
247.09446826652103,1283.2063543448648
247.09446826652103,1283.2063543448648
232.22661796078387,1299.7262311675306
232.22661796078387,1299.7262311675306
232.22661796078387,1299.7262311675306
218.46011866633205,1315.6954324845535
218.46011866633205,1315.6954324845535
218.46011866633205,1315.6954324845535
210.20037442830815,1326.7085542507914
210.20037442830815,1326.7085542507914
210.20037442830815,1326.7085542507914
205.24429487752238,1325.0580811203386
205.24429487752238,1325.0580811203386
205.24429487752238,1325.0580811203386
194.23117311128453,1325.0580811203386
194.23117311128453,1325.0580811203386
194.23117311128453,1325.0580811203386
186.52171603228481,1331.6661871880524
186.52171603228481,1331.6661871880524
186.52171603228481,1331.6661871880524
176.0592697716902,1331.1147349891717
176.0592697716902,1331.1147349891717
176.0592697716902,1331.1147349891717
157.33669092645263,1328.9128096598379
157.33669092645263,1328.9128096598379
157.33669092645263,1328.9128096598379
136.41141005864432,1329.4642618587186
136.41141005864432,1329.4642618587186
136.41141005864432,1329.4642618587186
130.90504334883548,1333.8696659038612
130.90504334883548,1333.8696659038612
130.90504334883548,1333.8696659038612
119.34085773033645,1337.7259478298367
119.34085773033645,1337.7259478298367
119.34085773033645,1337.7259478298367
107.22638495281323,1340.4793253580506
107.22638495281323,1340.4793253580506
107.22638495281323,1340.4793253580506
95.66258768093215,1339.3764209602891
92.35775795383687,1314.0457360473376
92.35775795383687,1314.0457360473376
92.35775795383687,1314.0457360473376
84.09801371581297,1313.494283848457
84.09801371581297,1313.494283848457
84.09801371581297,1313.494283848457
69.78083891571794,1314.0457360473376
63.17273284800357,1305.2353163036712
58.76732880286102,1310.7416830134805
52.15961108176572,1315.6977625642658
47.75420703662317,1318.4511400924796
47.75420703662317,1318.4511400924796
47.75420703662317,1318.4511400924796
37.84243628167068,1314.594858166504
25.727575157528417,1314.594858166504
25.727575157528417,1314.594858166504
25.727575157528417,1314.594858166504
28.480952685742366,1323.4056662567893
28.480952685742366,1323.4056662567893
28.480952685742366,1323.4056662567893
24.075936987218878,1334.418788023027
24.075936987218878,1334.418788023027
24.075936987218878,1334.418788023027
16.91715541386239,1343.7798832723363
16.91715541386239,1343.7798832723363
16.91715541386239,1343.7798832723363
11.410400357434487,1354.7933933851932
11.410400357434487,1354.7933933851932
11.410400357434487,1354.7933933851932
-0.153396914446596,1359.1984090837168
-7.862465646827266,1365.8065151514306
-12.267869691969807,1365.8065151514306
-26.585044492064842,1361.9502332254551
-27.687948889826412,1358.6454034983603
-34.84673046318291,1357.5424991005987
-43.65715020684893,1344.8773508174322
-40.352320479753644,1336.6176065794089
-40.352320479753644,1336.6176065794089
-40.352320479753644,1336.6176065794089
-41.45522487751522,1330.5601760173379
-41.45522487751522,1330.5601760173379
-41.45522487751522,1330.5601760173379
-51.91805948472889,1329.4572716195762
-51.91805948472889,1329.4572716195762
-51.91805948472889,1329.4572716195762
-62.931181250966745,1337.7174042042186
-62.931181250966745,1337.7174042042186
-62.931181250966745,1337.7174042042186
-78.34970706234714,1338.8203086019803
-91.5655308511557,1337.7174042042186
-103.12932812303679,1341.0222339313134
-104.23223252079836,1342.1251383290748
-116.34670529832157,1333.3147185854084
-116.34670529832157,1333.3147185854084
-116.34670529832157,1333.3147185854084
-124.0561623773213,1326.1559370120513
-124.0561623773213,1326.1559370120513
-124.0561623773213,1326.1559370120513
-131.76523110970197,1325.6044848131705
-131.76523110970197,1325.6044848131705
-131.76523110970197,1325.6044848131705
-134.51860863791592,1340.4723351189082
-134.51860863791592,1340.4723351189082
-134.51860863791592,1340.4723351189082
-146.63346976205818,1349.8338187148365
-146.63346976205818,1349.8338187148365
-146.63346976205818,1349.8338187148365
-149.38684729027213,1359.1949139641458
-149.38684729027213,1359.1949139641458
-149.38684729027213,1359.1949139641458
-144.4311560861054,1364.150993514931
-144.4311560861054,1364.150993514931
-144.4311560861054,1364.150993514931
-143.32825168834384,1373.5120887642404
-143.32825168834384,1373.5120887642404
-143.32825168834384,1373.5120887642404
-130.11242789953528,1378.4681683150254
-130.11242789953528,1378.4681683150254
-130.11242789953528,1378.4681683150254
-124.05499733746413,1398.8427736771912
-113.59255107686951,1397.1923005467381
-103.68039197529907,1399.9456780749522
-103.68039197529907,1399.9456780749522
-103.68039197529907,1399.9456780749522
-99.27537627677559,1409.8574488299041
-99.27537627677559,1409.8574488299041
-99.27537627677559,1409.8574488299041
-99.82682847565582,1419.769219584856
-99.82682847565582,1419.769219584856
-99.82682847565582,1419.769219584856
-100.37828067453606,1439.593149441379
-100.37828067453606,1439.593149441379
-100.37828067453606,1439.593149441379
-105.33397187870277,1446.2012555090928
-105.33397187870277,1446.2012555090928
-105.33397187870277,1446.2012555090928
-120.75249769008316,1446.7527077079735
-120.75249769008316,1446.7527077079735
-120.75249769008316,1446.7527077079735
-129.01263027472612,1460.5192070024254
-136.17102350146357,1459.9677548035445
-136.17102350146357,1459.9677548035445
-136.17102350146357,1459.9677548035445
-137.27392789922513,1447.302606520378
-137.27392789922513,1447.302606520378
-137.27392789922513,1447.302606520378
-146.63541149515345,1457.7650527809728
-150.48780995493954,1462.7211323317579
-150.48780995493954,1462.7211323317579
-159.84929355086786,1455.562350758401
-159.84929355086786,1455.562350758401
-159.84929355086786,1455.562350758401
-162.6026710790818,1446.7519310147343
-162.6026710790818,1446.7519310147343
-162.6026710790818,1446.7519310147343
-169.21038880017713,1437.390447418806
-165.3541068742016,1425.8266501469254
-173.61423945884454,1413.161501863759
-178.01964350398708,1380.121748218427
-180.77302103220103,1403.249342762188
-182.97494636153476,1410.4081243355452
-182.97494636153476,1410.4081243355452
-182.97494636153476,1410.4081243355452
-190.68440344053448,1414.8135283806876
-190.68440344053448,1414.8135283806876
-190.68440344053448,1414.8135283806876
-191.23585563941472,1424.1746236299969
-191.23585563941472,1424.1746236299969
-191.23585563941472,1424.1746236299969
-193.98923316762867,1424.1746236299969
-193.98923316762867,1437.390447418806
-203.350716763557,1450.0555957019724
-209.40775897900906,1447.8536703726388
-209.40775897900906,1447.8536703726388
-209.40775897900906,1447.8536703726388
-215.46518954108018,1446.2031972421858
-215.46518954108018,1446.2031972421858
-215.46518954108018,1446.2031972421858
-209.9584344846523,1458.8683455253522
-209.9584344846523,1458.8683455253522
-209.9584344846523,1458.8683455253522
-205.5534187861288,1464.9253877408044
-205.5534187861288,1464.9253877408044
-205.5534187861288,1464.9253877408044
-196.1919351902005,1469.330791785947
-201.6986902466284,1477.5909243705894
-201.6986902466284,1477.5909243705894
-201.6986902466284,1477.5909243705894
-202.25014244550863,1485.29999310297
-202.25014244550863,1485.29999310297
-202.25014244550863,1485.29999310297
-212.1619132004611,1486.4028975007316
-220.42204578510407,1484.7524243702787
-220.42204578510407,1484.7524243702787
-220.42204578510407,1484.7524243702787
-231.43516755134192,1484.7524243702787
-231.43516755134192,1484.7524243702787
-231.43516755134192,1484.7524243702787
-230.88371535246168,1499.069599170373
-230.88371535246168,1499.069599170373
-230.88371535246168,1499.069599170373
-228.68179002312797,1515.5894759930388
-228.68179002312797,1515.5894759930388
-228.68179002312797,1515.5894759930388
-238.0432736190563,1537.0654323664903
-248.5057198796509,1543.6731500875858
-261.72154366845945,1556.889362223014
-276.58939397419664,1567.3518084836085
-276.58939397419664,1567.3518084836085
-276.58939397419664,1567.3518084836085
-280.99479801933916,1576.1622282272751
-280.99479801933916,1576.1622282272751
-280.99479801933916,1576.1622282272751
-272.18398992905406,1583.8716853062747
-263.3735701853881,1585.5221584367278
-263.3735701853881,1585.5221584367278
-263.3735701853881,1585.5221584367278
-260.0687404582928,1589.927174135251
-260.0687404582928,1589.927174135251
-260.0687404582928,1589.927174135251
-263.3735701853881,1602.5927107650361
-267.7789742305306,1608.0990774748454
-256.21478861203155,1600.9406842481076
-246.8536933627223,1600.9406842481076
-246.8536933627223,1600.9406842481076
-246.8536933627223,1600.9406842481076
-236.9419226077698,1594.3325781803937
-236.9419226077698,1594.3325781803937
-236.9419226077698,1594.3325781803937
-229.78314103441332,1597.6374079074885
-233.63942296038886,1607.5491786624405
-236.3928004886028,1612.5052582132257
-245.20322023226882,1613.0567104121064
-247.95659776048277,1622.4178056614157
-260.62174604364924,1624.0682787918686
-260.62174604364924,1624.0682787918686
-260.62174604364924,1624.0682787918686
-264.47802796962475,1630.6763848595824
-264.47802796962475,1630.6763848595824
-264.47802796962475,1630.6763848595824
-275.4911497358626,1633.4297623877965
-275.4911497358626,1633.4297623877965
-275.4911497358626,1633.4297623877965
-280.4472292866484,1643.892208648391
-287.6056225133858,1645.5426817788439
-294.21372858110016,1654.3531015225105
-320.09470065307517,1678.0317599185332
-341.5706570265267,1714.3751782511035
-362.495937894335,1741.3578896809834
-360.2940125650013,1757.8777665036491
-372.95916084816776,1762.2827822021727
-372.95916084816776,1762.2827822021727
-372.95916084816776,1762.2827822021727
-375.7125383763817,1765.5876119292675
-375.7125383763817,1765.5876119292675
-375.7125383763817,1765.5876119292675
-374.0620652459293,1779.9047867293618
-374.0620652459293,1779.9047867293618
-374.0620652459293,1779.9047867293618
-381.22045847266673,1794.2219615294564
-381.22045847266673,1794.2219615294564
-381.22045847266673,1794.2219615294564
-383.9738360008807,1802.4820941140988
-389.4805910573086,1814.0458913859793
-394.98734611373646,1809.640487340837
-396.0902505114981,1806.8871098126228
-396.0902505114981,1806.8871098126228
-396.0902505114981,1806.8871098126228
-401.04633006228386,1819.5526464424079
-401.04633006228386,1819.5526464424079
-401.04633006228386,1819.5526464424079
-396.0902505114981,1828.913741691717
-399.9465324374736,1854.2440382580494
-399.9465324374736,1854.2440382580494
-399.9465324374736,1854.2440382580494
-407.10531401083006,1862.5041708426918
-407.10531401083006,1862.5041708426918
-407.10531401083006,1862.5041708426918
-404.3519364826161,1869.66256406943
-410.40936704468726,1875.7199946315009
-410.40936704468726,1875.7199946315009
-410.40936704468726,1875.7199946315009
-413.1627445729012,1886.7331163977387
-413.1627445729012,1886.7331163977387
-413.1627445729012,1886.7331163977387
-414.26564897066277,1899.3986530275238
-414.26564897066277,1899.3986530275238
-414.26564897066277,1899.3986530275238
-414.81710116954304,1930.7863801559272
-414.81710116954304,1930.7863801559272
-414.81710116954304,1930.7863801559272
-409.8614099653763,1949.5085706545458
-409.8614099653763,1949.5085706545458
-409.8614099653763,1949.5085706545458
-401.0506018750912,1967.1297984884973
-393.8922086483538,1967.1297984884973
-393.8922086483538,1967.1297984884973
-393.8922086483538,1967.1297984884973
-386.1827515693541,1965.4793253580444
-386.1827515693541,1965.4793253580444
-386.1827515693541,1965.4793253580444
-391.689506625782,1974.8408089539728
-401.0506018750912,1984.7525797089247
-406.006681425877,1988.6088616349002
-406.006681425877,2000.1726589067807
-406.006681425877,2000.1726589067807
-406.006681425877,2000.1726589067807
-412.0637236413291,2004.5780629519234
-412.0637236413291,2004.5780629519234
-412.0637236413291,2004.5780629519234
-406.006681425877,2046.428236340922
-396.0945223243065,2069.005543725659
-392.7896925972113,2072.3092084128975
-385.63091102385476,2078.366483636321
-391.6883415859259,2085.52510987103
-391.6883415859259,2085.52510987103
-391.6883415859259,2085.52510987103
-392.7912459836875,2095.436997129968
-392.7912459836875,2095.436997129968
-392.7912459836875,2095.436997129968
-376.2713691610217,2116.362161493791
-372.9665394339264,2120.767449034948
-365.2570823549267,2121.318124540591
-365.2570823549267,2121.318124540591
-365.2570823549267,2121.318124540591
-358.0986891281893,2136.1859748463285
-358.0986891281893,2136.1859748463285
-358.0986891281893,2136.1859748463285
-344.8828653393807,2140.5912623874856
-344.8828653393807,2140.5912623874856
-344.8828653393807,2140.5912623874856
-341.02658341340515,2149.401876304462
-335.51982835697726,2165.921714292466
-329.4627861415252,2158.2124513867757
-324.50670659073944,2171.428352844908
-326.7086319200731,2178.5869402449557
-323.4038021929779,2184.0935399627365
-318.9983981478353,2172.5296650215323
-315.1421162218598,2163.7190511045565
-315.1421162218598,2163.7190511045565
-315.1421162218598,2163.7190511045565
-310.7367121767172,2171.428352844908
-310.7367121767172,2171.428352844908
-310.7367121767172,2171.428352844908
-311.83961657447884,2190.7014906918025
-317.89704713654993,2211.075979549983
-312.39029208012204,2225.9438298557207
-312.39029208012204,2225.9438298557207
-312.39029208012204,2225.9438298557207
-320.65003631814596,2230.8997929025204
-320.65003631814596,2230.8997929025204
-320.65003631814596,2230.8997929025204
-323.95486604524126,2235.85575594932
-323.95486604524126,2235.85575594932
-323.95486604524126,2235.85575594932
-314.59377079593196,2238.0584579718916
-315.14522299481223,2245.217045371939
-315.14522299481223,2245.217045371939
-315.14522299481223,2245.217045371939
-316.7956961252646,2252.375671606648
-316.7956961252646,2252.375671606648
-316.7956961252646,2252.375671606648
-307.9848880349795,2260.0849345123384
-290.9143357066705,2258.43290799541
-290.9143357066705,2258.43290799541
-290.9143357066705,2258.43290799541
-268.8880921741948,2264.4901832188334
-268.8880921741948,2264.4901832188334
-268.8880921741948,2264.4901832188334
-267.2376190437424,2258.43290799541
-262.28153949295665,2256.2302059728386
-262.28153949295665,2256.2302059728386
-262.28153949295665,2256.2302059728386
-257.3254599421709,2261.1861690196383
-257.3254599421709,2261.1861690196383
-257.3254599421709,2261.1861690196383
-250.71774222107558,2256.2302059728386
-259.5281619647416,2280.4593068665326
-250.16706671543236,2274.952707148752
-241.35625862514726,2268.8954319253285
-235.84989191533842,2273.8513949721287
-235.84989191533842,2273.8513949721287
-235.84989191533842,2273.8513949721287
-237.5003650457908,2281.009982372176
-237.5003650457908,2281.009982372176
-237.5003650457908,2281.009982372176
-243.55740726124287,2282.111333383462
-243.55740726124287,2282.111333383462
-243.55740726124287,2282.111333383462
-248.51348681202865,2296.9792225238616
-259.5266085782665,2300.8339510633614
-259.5266085782665,2300.8339510633614
-259.5266085782665,2300.8339510633614
-258.97515637938625,2309.093889474694
-258.97515637938625,2320.657803250561
-258.97515637938625,2320.657803250561
-258.97515637938625,2320.657803250561
-262.27998610648154,2328.9177028272316
-255.12159287974413,2333.8736658740318
-255.12159287974413,2333.8736658740318
-255.12159287974413,2333.8736658740318
-259.5266085782676,2341.032292108741
-259.5266085782676,2341.032292108741
-259.5266085782676,2341.032292108741
-260.62951297602916,2351.4948548733214
-269.9909965719575,2351.4948548733214
-272.1929219012912,2344.3362286386123
-272.1929219012912,2344.3362286386123
-272.1929219012912,2344.3362286386123
-275.4977516283865,2344.3362286386123
-275.4977516283865,2344.3362286386123
-275.4977516283865,2344.3362286386123
-276.04920382726675,2332.772353697408
-280.45460787240927,2325.063090791718
-287.61300109914674,2321.759037757861
-290.917830826242,2313.4990993465276
-303.03230360376523,2306.891148617461
-303.03230360376523,2314.6004503578133
-307.988383154551,2321.759037757861
-307.988383154551,2321.759037757861
-307.988383154551,2321.759037757861
-311.8446650805265,2318.454984724003
-311.8446650805265,2318.454984724003
-311.8446650805265,2318.454984724003
-320.10440931855044,2319.5563357352894
-324.50981336369296,2312.948423840885
-334.9722596242876,2310.195046312671
-339.3776636694301,2302.4857834069808
-351.49213644695334,2302.4857834069808
-353.694061776287,2296.9791836892
-360.3021678440014,2301.3844712303576
-367.46056107073883,2299.181769207786
-367.46056107073883,2299.181769207786
-367.46056107073883,2299.181769207786
-372.9673161271667,2296.9790671852147
-372.9673161271667,2296.9790671852147
-372.9673161271667,2296.9790671852147
-386.73381542161854,2294.7763651626437
-396.64558617657104,2296.428391679572
-409.31112280635654,2295.8777161739295
-419.77356906695115,2295.327040668287
-425.28032412337905,2301.3843158917102
-435.74277038397366,2306.34027893851
-431.88648845799815,2291.4723897981107
-431.88648845799815,2291.4723897981107
-431.88648845799815,2291.4723897981107
-432.9893928557597,2276.6045394923726
-432.9893928557597,2276.6045394923726
-432.9893928557597,2276.6045394923726
-437.9454724065455,2293.1243774803766
-437.9454724065455,2293.1243774803766
-437.9454724065455,2293.1243774803766
-447.30656765585474,2298.0803405271768
-447.30656765585474,2298.0803405271768
-447.30656765585474,2298.0803405271768
-448.9570407863071,2306.3402789385095
-458.8688115412596,2311.2962419853093
-457.76590714349805,2304.1376157506
-451.7084765814269,2285.4151145746864
-451.7084765814269,2285.4151145746864
-451.7084765814269,2285.4151145746864
-458.3161943025222,2298.6310160328194
-458.3161943025222,2298.6310160328194
-458.3161943025222,2298.6310160328194
-470.98173093230776,2309.6442543030425
-482.5455282041888,2319.0055048909994
-498.5147295212124,2319.556180396642
-542.5676049327818,2341.032020266108
-560.188832766734,2370.7677208775826
-559.6373805678538,2391.6928852414057
-565.6948111299249,2400.503460323719
-572.8532043566623,2406.5607355471425
-587.7210546623995,2406.0100600415
-587.7210546623995,2406.0100600415
-587.7210546623995,2406.0100600415
-605.3422824963517,2404.3580335245715
-605.3422824963517,2404.3580335245715
-605.3422824963517,2404.3580335245715
-619.1087817908035,2406.5607355471425
-619.1087817908035,2406.5607355471425
-619.1087817908035,2406.5607355471425
-635.6286586134693,2409.3141130753565
-635.6286586134693,2409.3141130753565
-635.6286586134693,2409.3141130753565
-643.338115692469,2410.4154640866427
-643.338115692469,2410.4154640866427
-643.338115692469,2410.4154640866427
-651.5978599304929,2408.2127620640713
-651.5978599304929,2408.2127620640713
-651.5978599304929,2408.2127620640713
-660.408668020778,2409.864788581
-660.408668020778,2409.864788581
-660.408668020778,2409.864788581
-668.1177367531586,2403.2568766865957
-674.1751673152298,2393.3449505929957
-685.7389645871109,2388.388987546196
-679.1308585193965,2405.4595010398434
-679.1308585193965,2405.4595010398434
-679.1308585193965,2405.4595010398434
-669.219087764444,2413.719439451176
-669.219087764444,2413.719439451176
-669.219087764444,2413.719439451176
-665.9142580373488,2425.8339898980234
-659.8572158218966,2425.8339898980234
-654.9011362711109,2420.8780268512237
-654.9011362711109,2420.8780268512237
-654.9011362711109,2420.8780268512237
-650.4957322259684,2420.327351345581
-650.4957322259684,2420.327351345581
-650.4957322259684,2420.327351345581
-647.7423546977544,2430.7899141101616
-647.7423546977544,2430.7899141101616
-647.7423546977544,2430.7899141101616
-655.4518117767541,2436.847189333585
-655.4518117767541,2436.847189333585
-655.4518117767541,2436.847189333585
-658.7566415038494,2451.1644029683416
-658.7566415038494,2451.1644029683416
-658.7566415038494,2451.1644029683416
-664.2630082136583,2455.5696905094987
-664.2630082136583,2455.5696905094987
-664.2630082136583,2455.5696905094987
-663.1601038158967,2472.640204003146
-668.6668588723246,2464.3802655918134
-665.3620291452293,2479.2481547322127
-665.3620291452293,2479.2481547322127
-665.3620291452293,2479.2481547322127
-667.563954474563,2485.856066626617
-667.563954474563,2485.856066626617
-667.563954474563,2485.856066626617
-660.9558484068486,2496.3186682258593
-660.9558484068486,2496.3186682258593
-660.9558484068486,2496.3186682258593
-659.8568274752765,2507.3319064960824
-659.8568274752765,2507.3319064960824
-659.8568274752765,2507.3319064960824
-652.1473703962768,2508.983933013011
-644.4383016638961,2528.2570708599055
-645.5373225954683,2539.2703091301287
-635.0748763348736,2544.2262721769284
-632.3214988066596,2551.935535082619
-633.4244032044212,2556.891498129419
-641.6845357890642,2564.600761035109
-648.8429290158016,2569.006048576266
-651.0448543451354,2578.367299164223
-656.5516094015633,2582.77258670538
-660.4078913275388,2589.9312129400896
-656.0024872823963,2599.8431001990275
-651.0464077316104,2608.6537141160034
-648.2930302033965,2597.089800340137
-648.2930302033965,2597.089800340137
-648.2930302033965,2597.089800340137
-643.3373389992298,2592.133837293337
-643.3373389992298,2592.133837293337
-643.3373389992298,2592.133837293337
-645.5392643285635,2581.6712745287564
-637.2795200905396,2577.8165459892566
-626.817073829945,2573.961817449757
-626.817073829945,2573.961817449757
-626.817073829945,2573.961817449757
-625.1666006994926,2580.0190926731802
-625.1666006994926,2580.0190926731802
-625.1666006994926,2580.0190926731802
-621.8617709723973,2598.190918343451
-621.8617709723973,2598.190918343451
-621.8617709723973,2598.190918343451
-616.3550159159694,2612.508131978208
-617.4579203137309,2620.7680703895408
-617.4579203137309,2620.7680703895408
-617.4579203137309,2620.7680703895408
-619.1083934441833,2631.2306331541213
-619.1083934441833,2631.2306331541213
-619.1083934441833,2631.2306331541213
-628.4698770401117,2642.7945469299875
-628.4698770401117,2642.7945469299875
-628.4698770401117,2642.7945469299875
-622.9631219836838,2662.067684776882
-626.267951710779,2677.4862105882626
-626.267951710779,2677.4862105882626
-626.267951710779,2677.4862105882626
-626.267951710779,2685.7461489995953
-626.267951710779,2685.7461489995953
-626.267951710779,2685.7461489995953
-617.457143620494,2697.3100627754616
-617.457143620494,2697.3100627754616
-617.457143620494,2697.3100627754616
-608.0960483711847,2707.7726255400426
-608.0960483711847,2707.7726255400426
-608.0960483711847,2707.7726255400426
-595.9815755936615,2716.0325639513753
-586.6200919977332,2727.5964388925795
-592.1268470541611,2738.6096771628027
-584.4173899751614,2745.217627891869
-583.8659377762812,2760.6361537032494
-583.8659377762812,2760.6361537032494
-583.8659377762812,2760.6361537032494
-589.372692832709,2766.14275342103
-589.372692832709,2766.14275342103
-589.372692832709,2766.14275342103
-586.0678631056138,2781.561279232411
-592.6759691733281,2790.371893149387
-600.3850379057088,2796.42916837281
-602.0355110361612,2788.71990546712
-604.7888885643752,2783.7639424203203
-602.0355110361612,2767.794741103297
-608.6436171038755,2777.706667196897
-615.2513348249709,2779.909369219468
-619.1076167509464,2781.010720230754
-625.7157228186608,2776.0547571839543
-621.8594408926853,2768.345494278264
-621.8594408926853,2768.345494278264
-621.8594408926853,2768.345494278264
-625.7157228186608,2765.59211675005
-625.7157228186608,2765.59211675005
-625.7157228186608,2765.59211675005
-631.7727650341128,2772.7507041500976
-631.7727650341128,2772.7507041500976
-631.7727650341128,2772.7507041500976
-638.3808711018272,2778.807979373521
-638.3808711018272,2778.807979373521
-638.3808711018272,2778.807979373521
-646.0899398342078,2772.2000286444545
-646.0899398342078,2772.2000286444545
-646.0899398342078,2772.2000286444545
-647.1928442319694,2763.9401290677833
-647.1928442319694,2763.9401290677833
