Title,ID,GoodReadsTitle,Year,Pages,Rating,RatingsCount,RatingsDist,ISBN,Publisher,URL,IMAGE_URL,SM_IMAGE_URL,Description
Death and Friends,43477721,"Death and Friends, A Discworld Journal",2019,128,3.04,25,5:3|4:4|3:10|2:7|1:1|total:25,9781473224292,Gollancz,https://www.goodreads.com/book/show/43477721-death-and-friends-a-discworld-journal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552435725l/43477721._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552435725l/43477721._SX50_.jpg,"There's nothing like a journal to get you thinking about life, the universe, and a Disc suspended by four elephants stood atop a giant turtle. And who better to help than Death, Sir Terry Pratchett's most enduring anthropomorphic personification?<br /><br />With space aplenty to keep note of your daily musings, express your wildest dreams, or write your life story, you'll be aided and abetted by Death's wisdom, witticisms and observations along the way. Fill the pages how you like, there's no wrong way to live a life. Or write a book.<br /><br />So COWER, BRIEF MORTAL, and always look on the bright side of Death."
The Ankh-Morpork City Watch Discworld Journal,51048878,The Ankh-Morpork City Watch Discworld Journal,2020,128,4.25,4,5:1|4:3|3:0|2:0|1:0|total:4,9781473224308,Gollancz,https://www.goodreads.com/book/show/51048878-the-ankh-morpork-city-watch-discworld-journal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585172014l/51048878._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585172014l/51048878._SX50_.jpg,"In a city like Ankh-Morpork, where Assassins assassinate, thieves thieve and seamstresses, um . . . don't, Law and Order can be a complicated business.<br /><br />Thankfully His Grace, His Excellency, The Duke of Ankh, Commander Sir Samuel Vimes (Blackboard Monitor) and the Ankh-Morpork City Watch are here to keep the peace. The finest body of men, women, dwarfs, trolls, werewolves, golems, igors, gnomes, feegles, vampires (and whatever Nobby Nobbs is) on the face of the Discworld!<br /><br />The Ankh-Morpork City Watch Journal provides jotting space for your notes, reports, observations and investigations, so kick back, relax and take down your particulars. To help you keep on the straight and narrow, you'll be aided and abetted by some choice quotes from Terry Pratchett's seminal City Watch novels."
Discworld Companion (Discworld Companion Books),20906536,"Mrs Bradshaw's Handbook (Discworld, #40.5; Discworld Companion Books )",2014,144,3.71,1006,5:302|4:343|3:365|2:102|1:20|total:1132,9780857522436,Doubleday,https://www.goodreads.com/book/show/20906536-mrs-bradshaw-s-handbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406630529l/20906536._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406630529l/20906536._SX50_.jpg,"Authorised by Mr Lipwig of the Ankh-Morpork and Sto Plains Hygienic Railway himself, Mrs Georgina Bradshaw’s invaluable guide to the destinations and diversions of the railway deserves a place in the luggage of any traveller, or indeed armchair traveller, upon the Disc.<br /><br />*From the twine walk of Great Slack to the souks of Zemphis: edifying sights along the route<br />*Ticketing, nostrums and transporting your swamp dragon: essential hints on the practicalities of travel<br />* Elegant resorts and quaint inns: respectable and sanitary lodgings for all species and heights.<br />* From worm-herding to Fustic Cake: diverting trivia on the crafts, foods and brassica traditions of the many industrious people for whom the railway is now a vital link to the Century of the Anchovy<br /><br />Fully illustrated and replete with useful titbits, Mrs Bradshaw’s Handbook offers a view of the Sto Plains like no other."
The New Discworld Companion,47988,The New Discworld Companion,2003,288,3.94,868,5:301|4:312|3:244|2:47|1:7|total:911,9780575075559,London : Gollancz,https://www.goodreads.com/book/show/47988.The_New_Discworld_Companion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The book compiles a precise (and often quoted directly from the books concerned) definition of words, lives of historical people, geography of places and events that have appeared in at least one Discworld book.<br /><br />The third edition named The New Discworld Companion includes articles about books up to Night Watch, as well as Discworld related books and short stories. The book also contains a 10-page interview with Pratchett titled Discworld Quo Vadis?."
Turtle Recall: The Discworld Companion...So Far,16130862,Turtle Recall: The Discworld Companion...So Far,2012,368,4.07,20,5:261|4:265|3:142|2:24|1:7|total:699,9780575091191,Gollancz,https://www.goodreads.com/book/show/16130862-turtle-recall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352131126l/16130862._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352131126l/16130862._SY75_.jpg,"The Discworld, as everyone knows, is a flat world balanced on the backs of four elephants which, in turn, stand on the shell of the giant star turtle, the Great A'Tuin, as it slowly swims through space.<br /><br />It is also a global publishing phenomenon with sales of over 70 million books worldwide (but who's counting?). The publication of Snuff brought the Discworld canon to 39 books - not including the various guides, mapps, diaries and other side-projects. That's a lot of Discworld to keep track of - more than most people can manage with just the one head - but fear not: help is at hand!<br /><br />If you're looking for the ultimate authority on probably the most heavily populated - certainly the most hilarious - setting in fantasy literature...<br /><br />If you need a handy guide to Discworld locales from Ankh-Morpork to Zemphis...<br /><br />If you want help telling Achmed the Mad from Jack Zweiblumen...<br /><br />If your life depends on being able to distinguish the Agatean Empire from the Zoons...<br /><br />...look no further than Turtle Recall - the latest Discworld Companion, fully updated and completely up to Snuff!"
The Science of Discworld,233674,"The Science of Discworld (The Science of Discworld, #1)",1999,416,3.93,8358,5:3196|4:3495|3:2365|2:559|1:124|total:9739,9780091886578,Ebury Press,https://www.goodreads.com/book/show/233674.The_Science_of_Discworld,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426523507l/233674._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426523507l/233674._SY75_.jpg,"When a wizardly experiment goes adrift, the wizards of Unseen University find themselves with a pocket universe on their hands: Roundworld, where neither magic nor common sense seems to stand a chance against logic. The Universe, of course, is our own. And Roundworld is Earth. As the wizards watch their accidental creation grow, we follow the story of our universe from the primal singularity of the Big Bang to the Internet and beyond. Through this original Terry Pratchett story (with intervening chapters from Cohen and Stewart) we discover how puny and insignificant individual lives are against a cosmic backdrop of creation and disaster. Yet, paradoxically, we see how the richness of a universe based on rules, has led to a complex world and at least one species that tried to get a grip of what was going on."
"The Science of Discworld #2, The Globe",64225,"The Globe (The Science of Discworld, #2)",2002,345,3.93,4943,5:1770|4:2072|3:1401|2:290|1:55|total:5588,9780091888053,Ebury Press,https://www.goodreads.com/book/show/64225.The_Globe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The acclaimed <i>Science of Discworld</i> centred around an original Pratchett story about the Wizards of Discworld. In it they accidentally witnessed the creation and evolution of our universe, a plot which was interleaved with a Cohen &amp; Stewart non-fiction narrative about <i>Big Science</i>. In The <i>Science of Discworld II</i> our authors join forces again to see just what happens when the wizards meddle with history in a battle against the elves for the future of humanity on Earth. London is replaced by a dozy Neanderthal village. The Renaissance is given a push. The role of fat women in art is developed. And one very famous playwright gets born and writes <i>The Play</i>. Weaving together a fast-paced Discworld novelette with cutting-edge scientific commentary on the evolution and development of the human mind, culture, language, art, and science, this is a book in which 'the hard science is as gripping as the fiction'. (<i>The Times</i>)"
"The Science of Discworld #3, Darwin's Watch",34515,"Darwin's Watch (The Science of Discworld, #3)",2005,344,3.94,3707,5:1372|4:1567|3:1024|2:241|1:40|total:4244,9780091898243,Ebury Press,https://www.goodreads.com/book/show/34515.Darwin_s_Watch,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Roundworld is in trouble again, and this time it looks fatal. Having created it in the first place, the wizards of Unseen University feel vaguely responsible for its safety. They know the creatures who lived there escaped the impending Big Freeze by inventing the space elevator -- they even intervened to rid the planet of a plague of elves, who attempted to divert humanity onto a different time track. But now it's all gone wrong -- Victorian England has stagnated and the pace of progress would embarrass a limping snail. Unless something drastic is done, there won't be time for anyone to invent spaceflight and the human race will be turned into ice-pops. <br /><br />Why, though, did history come adrift? Was it Sir Arthur Nightingale's dismal book about natural selection? Or was it the devastating response by an obscure country vicar called Charles Darwin, whose bestselling Theology of Species made it impossible to refute the divine design of living creatures? Either way, it's no easy task to change history, as the wizards discover to their cost. Can the God of Evolution come to humanity's aid and ensure Darwin writes a very different book? And who stopped him writing it in the first place?"
"The Science of Discworld #4, Judgement Day",16127190,"Judgement Day (The Science of Discworld, #4)",2013,342,3.85,1390,5:576|4:616|3:474|2:129|1:40|total:1835,9780091949792,Ebury Press,https://www.goodreads.com/book/show/16127190-judgement-day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356092678l/16127190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356092678l/16127190._SY75_.jpg,"A brilliant new Discworld story from Terry Pratchett. It's Wizards Vs Priests in a Battle for the Future of Roundworld<br /><br />The fourth book in the Science of Discworld series, and this time around dealing with THE REALLY BIG QUESTIONS, Terry Pratchett's brilliant new Discworld story <em>Judgement Day</em> is annotated with very big footnotes (the interleaving chapters) by mathematician Ian Stewart and biologist Jack Cohen, to bring you a mind-mangling combination of fiction, cutting-edge science and philosophy.<br /><br />Marjorie Dawe is a librarian, and takes her job -- and indeed the truth of words -- very seriously. She doesn't know it, but her world and ours -- Roundworld -- is in big trouble. On Discworld, a colossal row is brewing. The Wizards of the Unseen University feel responsible for Roundworld (as one would for a pet gerbil). After all, they brought it into existence by bungling an experiment in Quantum ThaumoDynamics. But legal action is being brought against them by Omnians, who say that the Wizards' god-like actions make a mockery of their noble religion. As the finest legal brains in Discworld (a zombie and a priest) gird their loins to do battle -- and when the Great Big Thing in the High Energy Magic Laboratory is switched on -- Marjorie Dawe finds herself thrown across the multiverse and right in the middle of the whole explosive affair.<br /><br />As God, the Universe and, frankly, Everything Else is investigated by the trio, you can expect world-bearing elephants, quantum gravity in the Escher-verse, evolutionary design, eternal inflation, dark matter, disbelief systems -- and an in-depth study of how to invent a better mousetrap."
The Discworld Mapp: Being the Onlie True and Mostlie Accurate Mappe of the Fantastyk and Magical Dyscworlde,64224,The Discworld Mapp: Being the Onlie True and Mostlie Accurate Mappe of the Fantastyk and Magical Dyscworlde,1995,32,4.08,2645,5:1115|4:839|3:565|2:131|1:21|total:2671,9780552143240,Corgi,https://www.goodreads.com/book/show/64224.The_Discworld_Mapp,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"They said it couldn't be done. Well, it <b>has</b> been done, proving them wrong once again. After years of research, cunningly contrived in as many minutes, the Discworld has its map. It takes full account of the historic and much documented expeditions of the Discworld's fêted (or at least fated) explorers: General Sir Roderick Purdeigh, Lars Larsnephew, Llamedos Jones, Lady Alice Venturi, Ponce da Quirm and, of course, Venter Borass.<br /><br />Now travellers on this circular world can see it all: from Klatch to the Ramtops, from Cori Celesti to the Circle Sea, from Genua to Bhangbhangduc. The great cities of Hunghung, Pseudopolis, Al Khali and, of course, Ankh-Morpork are placed with loving care upon this world which is carried through space by Great A'Tuin."
The Compleat Discworld Atlas,24493713,The Compleat Discworld Atlas,2015,128,4.3,455,5:257|4:142|3:80|2:10|1:3|total:492,9780857521309,Doubleday,https://www.goodreads.com/book/show/24493713-the-compleat-discworld-atlas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434747731l/24493713._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434747731l/24493713._SX50_.jpg,"Unseen University are proud to present the most comprehensive map and guide to the Disc yet produced.<br /><br />In this noble endeavour, drawing upon the hard won knowledge of many great and, inevitably, late explorers, one may locate on a detailed plan of our world such fabled realms as the Condiment Isles, trace the course of the River Kneck as it deposits silt and border disputes in equal abundance on the lands either side, and contemplate the vast deserts of Klatch and Howondaland - a salutary lesson in the perils of allowing ones goats to graze unchecked.<br /><br />This stunning work brings to life the lands and locations of the Discworld stories in a way never seen before. Accompanied by lavish full-colour illustrations and a detailed world map, this is a must-have for any Discworld fan."
The Streets of Ankh-Morpork,833440,The Streets of Ankh-Morpork,1993,24,4.13,1932,5:889|4:674|3:389|2:97|1:13|total:2062,9780552141611,Corgi,https://www.goodreads.com/book/show/833440.The_Streets_of_Ankh_Morpork,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358820115l/833440._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358820115l/833440._SY75_.jpg,"<i>'THERE'S A SAYING THAT ALL ROADS LEAD TO ANKH-MORPORK. AND IT'S WRONG. ALL ROADS LEAD AWAY FROM ANKH-MORPORK, BUT SOMETIMES PEOPLE JUST WALK ALONG THE WRONG WAY' from Moving Pictures</i><br /><br />Ankh-Morpork! City of One Thousand Surprises (according to the famous publication by the Guild of Merchants)! All human life is there! Although, if it walks down the wrong alley, often quite briefly!<br /><br />The city celebrated in the bestselling Discworld series by Terry Pratchett has been meticulously mapped for the first time. It's all here - from <i>Unseen</i><i> University </i>to the <i>Shades</i>, from major landmarks like the <i>Patrician's Palace</i> to little-known, er, nooks like <i>Dwarf</i><i> Bread Museum</i> in <i>Whirligig Alley</i>. See the famous streets along which so many heroes have walked, in some cases quite hurriedly!<br /><br />As leading Ankh-Morpork entrepreneur C.M.O.T. Dibbler would say, A nip at any price - and that's cutting our own throat. Well, close."
The Compleat Ankh-Morpork: City Guide,13536349,The Compleat Ankh-Morpork: City Guide,2012,128,4.35,786,5:481|4:294|3:121|2:17|1:2|total:915,9780857520746,Doubleday,https://www.goodreads.com/book/show/13536349-the-compleat-ankh-morpork,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345767814l/13536349._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345767814l/13536349._SX50_.jpg,"Greetings, adventurer! We lay before you this most comprehensive gazetteer encompassing all the streets of Ankh-Morpork, as well as information on its principal businesses, hotels, taverns, inns, and places of entertainment and refreshment, enhanced by the all-new and compleat map of our great city state.<br /><br />Our city has grown well beyond its ancient walls, but the remit of this commission from the honourable Guild of Merchants was to 'map the city', the pulsing organ of commerce and culture, the heart as opposed to the body, and this we have done. In spades.<br /><br />We ask that when you pore over this glorious work you spare some thought for the humble cartographers and surveyors who made journeys into the darker corners of our metropolis - no less dangerous than the wilds of Skund or Bhangbhangduc. To some the only memorial is the map you now possess. Others, in their quest for knowledge, paid the highest price that scholarship demands, which is to say, a day off in lieu.<br /><br />And so we dedicate this map and these accompanying words to the officers, councilors and members of the Merchants' Guild and to all who will find in its pages paths yet to tread and places yet to explore within the magnificentbwonder that is the city of Ankh-Morpork."
A Tourist Guide to Lancre,34505,A Tourist Guide to Lancre,1998,32,4.06,1652,5:660|4:541|3:372|2:68|1:15|total:1656,9780552146081,Corgi,https://www.goodreads.com/book/show/34505.A_Tourist_Guide_to_Lancre,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Not only an artistic and breathtaking view of Lancre but also an interesting and informative guide to one of the Discworld's more, er, picturesque kingdoms.<br /><br />Granny Weatherwax, Nanny Ogg and Magrat Garlick live there. Lancre could hardly be somwhere ordinary, could it?<br /><br />Magic glues the Discworld together and a lot of it ends up in Lancre, principal Kingdom of the Ramtop Mountains. Between Uberwald and Whale Bay, the Octarine Grass Country and the Windersins Ocean lies the most exciting and dangerous terrain in all Discworld. The Ramtops supply Discworld with most of its witches and wizards. The leaves on the trees move even when there is no breeze. Rocks go for a stroll in the evening. Even the land, at times, seems alive.<br /><br />The mapp may be only two-dimensional, but watch it very carefully and you might just see it jostle about a bit."
Death's Domain: A Discworld Mapp,233675,Death's Domain: A Discworld Mapp,1999,32,4.17,1272,5:588|4:386|3:252|2:51|1:7|total:1284,9780552146722,Corgi,https://www.goodreads.com/book/show/233675.Death_s_Domain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353573705l/233675._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353573705l/233675._SY75_.jpg,"It's no more than a breath away...<br /><br />Everyone needs a place to relax after a long day, after all. So here is the place where the Grim Reaper can kick back and take the load off his scythe. Here's the golf course that's not so much crazy as insane, and the useless maze, and the dark gardens - all brought (incongruously) to life. And here, for the first time ever, you will find out the reason why Death can't understand rockeries, and what hapens to garden gnomes.<br /><br />As Death rides Binky into the sunset (of other people's lives), you can at last see what he gets up to when he's not at work."
Mrs Bradshaw's Handbook,20906536,"Mrs Bradshaw's Handbook (Discworld, #40.5; Discworld Companion Books )",2014,144,3.71,1006,5:302|4:343|3:365|2:102|1:20|total:1132,9780857522436,Doubleday,https://www.goodreads.com/book/show/20906536-mrs-bradshaw-s-handbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406630529l/20906536._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406630529l/20906536._SX50_.jpg,"Authorised by Mr Lipwig of the Ankh-Morpork and Sto Plains Hygienic Railway himself, Mrs Georgina Bradshaw’s invaluable guide to the destinations and diversions of the railway deserves a place in the luggage of any traveller, or indeed armchair traveller, upon the Disc.<br /><br />*From the twine walk of Great Slack to the souks of Zemphis: edifying sights along the route<br />*Ticketing, nostrums and transporting your swamp dragon: essential hints on the practicalities of travel<br />* Elegant resorts and quaint inns: respectable and sanitary lodgings for all species and heights.<br />* From worm-herding to Fustic Cake: diverting trivia on the crafts, foods and brassica traditions of the many industrious people for whom the railway is now a vital link to the Century of the Anchovy<br /><br />Fully illustrated and replete with useful titbits, Mrs Bradshaw’s Handbook offers a view of the Sto Plains like no other."
The World of Poo,13515493,"The World of Poo (Discworld, #39.5)",2012,128,3.71,2478,5:716|4:968|3:895|2:234|1:57|total:2870,9780857521217,Doubleday,https://www.goodreads.com/book/show/13515493-the-world-of-poo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331115792l/13515493._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331115792l/13515493._SX50_.jpg,"A Discworld picture book.<br />At six o'clock every day, without fail, with no excuses, Sam Vimes must go home to read 'The World of Poo', with all the appropriate noises, to his little boy.<br />A picturebook that picks up a story from 'Snuff!', the brand new Discworld novel."
A Collegiate Casting-Out of Devilish Devices,13556674,A Collegiate Casting-Out of Devilish Devices (Discworld #37.5),2005,6,3.88,785,5:236|4:268|3:235|2:41|1:5|total:785,,,https://www.goodreads.com/book/show/13556674-a-collegiate-casting-out-of-devilish-devices,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419828100l/13556674._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419828100l/13556674._SY75_.jpg,"Free online fiction.<br /><br />Wizards at Terry Pratchett's Unseen University can fight black magic, but can they withstand the grey array of targets, inspections and research assessments?"
Nanny Ogg's Cookbook,34509,Nanny Ogg's Cookbook,1999,176,4.0,5612,5:2227|4:2046|3:1515|2:288|1:36|total:6112,9780552146739,Corgi,https://www.goodreads.com/book/show/34509.Nanny_Ogg_s_Cookbook,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"<i>'They say that the way to a man's heart is through his stomach which just goes to show they're as confused about anatomy as they gen'rally are about everything else, unless they're talking about instructions on how to stab him, in which case a better way is up and under the ribcage. Anyway, we do not live in a perfect world and it is foresighted and useful for a young woman to become proficient in those arts which will keep a weak-willed man from straying. Learning to cook is also useful.'<br /></i><br />Nanny Ogg, one of Discworld's most famous witches, is passing on some of her huge collection of tasty and above all <i>interesting</i> recipes, since everyone else is doing it. But in addition to the delights of the Strawberry Wobbler and Nobby's Mum's Distressed Pudding, Mrs Ogg imparts her thoughts on life, death, etiquette ('If you go to other people's funerals they'll be sure to come to yours'), courtship, children and weddings, all in a refined style that should not offend the most delicate of sensibilities. Well, not much.<br /><br />Most of the recipes have been tried out on people who are still alive.<br /><br /><b>Nanny Ogg Gratefully Ackowledges the Assistance in this Literary Argosy of: Mr Terry Pratchett, Mr Stephen Briggs, Mlle Tina Hannan and Master Paul Kidby.</b>"
The Wit and Wisdom of Discworld,149864,The Wit and Wisdom of Discworld,2007,360,4.01,2022,5:863|4:822|3:577|2:104|1:22|total:2388,9780061370502,Harper,https://www.goodreads.com/book/show/149864.The_Wit_and_Wisdom_of_Discworld,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407707321l/149864._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407707321l/149864._SY75_.jpg,"For more than two decades, Terry Pratchett has been regaling readers with tales of Discworld—a flat world balanced on the backs of four elephants, which are standing on the back of a giant turtle, flying through space. It is a world populated by ineffectual wizards and sharp-as-tacks witches, by tired policemen and devious dictators, by reformed thieves and vampires who have sworn to drink no blood. It is a world that is vastly different from our own . . . except when it isn't.<br /><br />Now, in <em>The Wit and Wisdom of Discworld</em>, various nuggets of Pratchett's witty commentary and sagacious observations have been compiled by Pratchett expert Stephen Briggs, a man who, they say, knows even more about Discworld than Terry Pratchett.<br /><br />Within these pages, you'll find musings on:<br /><br /><br /><br /><br /><em>Interior decorating:</em> ""It's a fact known throughout the universes that no matter how carefully the colors are chosen, institutional decor ends up as either vomit green, unmentionable brown, nicotine yellow, or surgical appliance pink. By some little-understood process of sympathetic resonance, corridors painted in those colors always smell slightly of boiled cabbage—even if no cabbage is ever cooked in the vicinity."" (<em>Equal Rites</em>)<br /><br /><br /><br /><br /><em>Travel:</em> ""Any seasoned traveler soon learns to avoid anything wished on them as a 'regional speciality,' because all the term means is that the dish is so unpleasant the people living everywhere else will bite off their own legs rather than eat it. But hosts still press it upon distant guests anyway: 'Go on, have the dog's head stuffed with macerated cabbage and pork noses—it's a regional speciality.'"" (<em>The Last Continent</em>)<br /><br /><br /><br /><br /><em>Young men:</em> ""And then there was the young male walk. At least women swung only their hips. Young men swung everything, from the shoulders down. You have to try to occupy a lot of space. It makes you look bigger, like a tomcat fluffing his tail. The boys tried to walk big in self-defense against all those other big boys out there. I'm bad, I'm fierce, I'm cool, I'd like a pint of shandy and me mam wants me home by nine."" (<em>Monstrous Regiment</em>)<br /><br /><br /><br /><br /><em>Class:</em> ""'Old money' meant that it had been made so long ago that the black deeds that had originally filled the coffers were now historically irrelevant. Funny, that; a brigand for a father was something you kept quiet about, but a slave-taking pirate for a great-great-great-grandfather was something to boast of over the port. Time turned the evil bastards into rogues, and rogue was a word with a twinkle in its eye and nothing to be ashamed of."" (<em>Making Money</em>)<br /><br />. . . and more! Culled from all the Discworld novels, <em>The Wit and Wisdom of Discworld</em> confirms Pratchett's place in the pantheon of great satirists and proves why the <em>Chicago Tribune</em> has praised his Discworld as ""entertaining and gloriously funny . . . an accomplishment nothing short of magical."""
The Art of Discworld,78878,The Art of Discworld,2004,128,4.34,4540,5:2648|4:1530|3:645|2:114|1:25|total:4962,9780061211942,Harper Paperbacks,https://www.goodreads.com/book/show/78878.The_Art_of_Discworld,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Discworld floats through space on the backs of four elephants standing on a giant turtle (once there were five elephants, but that's another story). It's a world bursting with magic, a land of contrasts and extremes, from the bustling metropolis of Ankh-Morpork, the oldest city on the Disc (now ruled with an iron hand in a velvet glove by the Patrician, Lord Vetinari), to the ancient empire of Klatch, where there are fifteen words for assassination. There's the mysterious continent XXXX, or Foureks, about which nothing anyone has ever heard is really an exaggeration, the tiny kingdom of Lancre and the dark country of Uberwald, where things do go bump in the night. And then there are the inhabitants: the witches Granny Weatherwax, Nanny Ogg, Magrat Garlick (now a Queen, of course). There are wizards galore, Archchancellor Mustrum Ridcully, the Librarian, Rincewind, the Bursar . . . there are the History Monks and the ancient Vampyre families. There are great heroes, like Cohen the Barbarian and his Silver Horde, Sam Vimes, Captain Carrot and the men* of the City Watch . . . and there are the ordinary folk like Cut-Me-Own-Throat Dibbler, Foul Ole Ron, the Igors . . . and there's Death.<br /><br />The Discworld might have started out in the imagination of its Creator, Terry Pratchett, but over the past 30 or more books, it has taken on a life of its own.<br /><br />Here, gathered together for the first time, is artist Paul Kidby's own voyage through the Disc, in glorious color and intricate black and white: a cornucopia of characters that have won the hearts of millions of adoring readers the world over:<br /><br />Here is The Art of Discworld. werewolves, zombies, gargoyles, dwards - in fact, menof the Watch are actually few and far between these days."
The Folklore of Discworld,2429032,The Folklore of Discworld,2008,372,3.99,2089,5:901|4:1094|3:638|2:108|1:26|total:2767,9780385611008,Doubleday,https://www.goodreads.com/book/show/2429032.The_Folklore_of_Discworld,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399449l/2429032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399449l/2429032._SY75_.jpg,"Terry Pratchett joins up with a leading folklorist to reveal the legends, myths and customs of Discworld, together with helpful hints from Planet Earth.<br /><br />Most of us grew up having always known when to touch wood or cross our fingers, and what happens when a princess kisses a frog or a boy pulls a sword from a stone, yet sadly some of these things are beginning to be forgotten. Legends, myths, and fairy tales: our world is made up of the stories we told ourselves about where we came from and how we got here. It is the same on Discworld, except that beings, which on Earth are creatures of the imagination — like vampires, trolls, witches and, possibly, gods — are real, alive and, in some cases kicking, on the Disc.<br /><br />In <b>The Folklore of Discworld</b>, Terry Pratchett teams up with leading British folklorist Jacqueline Simpson to take an irreverent yet illuminating look at the living myths and folklore that are reflected, celebrated and affectionately libelled in the uniquely imaginative universe of Discworld."
The Ankh-Morpork Archives: Volume One,49538000,The Ankh-Morpork Archives: Volume One,2019,,4.37,57,5:30|4:18|3:9|2:0|1:0|total:57,9781473205352,,https://www.goodreads.com/book/show/49538000-the-ankh-morpork-archives,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Think you know Ankh-Morpork? Think again.<br /><br />In this top-secret guide, travellers will receive a first-hand experience of the real city. If you've ever wondered where Unseen University students wet their whistles (while managing to avoid their teachers doing the same), or exactly what the Assassins' Guild constitutes a true and proper means of inhumation - there are standards to be upheld, after all - then this is the book for you.<br /><br />Just don't let the Thieves' Guild catch you with this. They won't appreciate their methods being flogged behind their back. Flogging's their job, after all.<br /><br />Completely revamped and redesigned, this full-colour book contains material from Discworld Diaries across the decades.<br /><br />The book is a compilation of the texts written by Terry Pratchett and Stephen Briggs for the Unseen University, Assassins Guild, Post Office and Thieves Guild diaries. They have been redesigned and formatted into one deluxe digitally re-mastered compendium to showcase the illustrations in large size and the diary element has been removed."
